"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
35.8099870150311,0.181562274827891,0.0111747507251742,16.2475458552173,2.32486319804356e-59,3.29107634315047e-55,"PCSK5"
169.148240681713,0.165575115788729,0.0102226387345751,16.19690571953,5.30290763728338e-59,3.75339802566918e-55,"NR3C2"
61.4168440040139,0.159121911909506,0.00984250823950908,16.1668050498317,8.64677285712451e-59,4.08012388551515e-55,"SPART"
91.1542073820668,0.136501086507166,0.00873666646305363,15.623932432858,5.0022966180216e-55,1.77031277311784e-51,"PRKN"
116.627032829813,0.112157867987937,0.00743384013329873,15.0874737654828,1.95796448526784e-51,5.5433890506903e-48,"CPQ"
28.513427749678,0.187163687891189,0.0125383311717079,14.927320496488,2.18886471088848e-50,5.16426147455623e-47,"RADX"
65.7630546630714,0.108201303484244,0.0073757282207699,14.6699146505359,1.00471356354343e-48,2.03181788650296e-45,"RNF157"
24.2002161005082,0.129252644008274,0.00892002784423478,14.4901614956071,1.39813715641463e-47,2.47400369827568e-44,"MID2"
54.1079659999448,0.126588429976209,0.00883670562504837,14.3252967052997,1.52077204277837e-46,2.39200544861895e-43,"IGF1R"
48.1941312834513,0.118804905228306,0.00846528458553601,14.0343663615632,9.60510746468411e-45,1.35969901270068e-41,"EPHA1-AS1"
30.5937079346467,-0.152706391853801,0.0110622853035379,-13.804235532143,2.40308233221913e-43,3.09254849953581e-40,"MCTP1"
22.8318914192664,0.122533965831759,0.00888367954069825,13.7931546574144,2.80232280450768e-43,3.30580680171756e-40,"TCEAL3"
24.0444133642282,0.231278647685103,0.0168245513259774,13.7464971994828,5.34556515357263e-43,5.82090925492109e-40,"ENSG00000287292"
27.1949072708515,-0.14523917958208,0.010732596101822,-13.5325300797842,1.00504051029904e-41,9.48490230919545e-39,"CNTLN"
85.7844447954824,0.0688568869579739,0.00508788958121163,13.5334868925313,9.92041184538202e-42,9.48490230919545e-39,"SBF2"
6.8814760729345,0.299093122223741,0.0222612225069623,13.4356108309056,3.73969691780318e-41,3.30869684802636e-38,"NEXMIF"
28.0592941196203,0.240250370660852,0.0182146639540584,13.1899425247053,1.00261656067973e-39,8.34884707822484e-37,"EDA"
11.7138966035666,0.191883217602883,0.0146584779515721,13.0902552254618,3.74347830052983e-39,2.94403771235001e-36,"ACVR1C"
15.9714809563363,0.152326649641076,0.0118812135840875,12.8207988656215,1.25401786246858e-37,9.34309308479222e-35,"TRPC1"
34.1117687971088,0.127526766494688,0.0100041275446292,12.7474150969968,3.22254266585506e-37,2.28091569889221e-34,"DISC1FP1"
37.0481341744534,0.107841880153928,0.0086330408581117,12.4917606584241,8.280071979165e-36,5.58155709224094e-33,"FER"
76.4409880317848,0.105350618777966,0.00850203351541426,12.3912260033984,2.91551727561156e-35,1.87600284334351e-32,"DPP4"
267.830633198473,0.0684960088623406,0.00559838222950252,12.2349646834363,2.021927717907e-34,1.24445255542137e-31,"GPHN"
15.7875477374554,0.203378417855894,0.0168253888827575,12.0875909182887,1.2283593278067e-33,7.24527276851319e-31,"ZNF208"
17.0021385505674,0.182794873297061,0.0152648356488467,11.974899533941,4.8101994171747e-33,2.723727317981e-30,"SYDE2"
234.810514068053,0.0782828477868002,0.00654547720932487,11.9598381116164,5.76742488833373e-33,3.14014102766355e-30,"TRABD2A"
228.570447099957,0.0493748333494655,0.0041747302286004,11.8270716060182,2.82837857332611e-32,1.48290841051868e-29,"PATJ"
6.66660532160231,0.16460005917675,0.0139908331745903,11.7648503933054,5.9231249685989e-32,2.99456275198164e-29,"SPATA6"
759.027769144023,0.0557279080572913,0.00475052756833579,11.7308882551784,8.85247787229501e-32,4.32123023311063e-29,"MAL"
2.76766102645996,0.357121241624808,0.0318048335111431,11.2285210202307,2.95381360689707e-29,1.39380618064116e-26,"IGFBP3"
1308.44717892933,-0.0316504303590724,0.00283947341864115,-11.1465844868585,7.44079494923452e-29,3.39780300972141e-26,"COTL1"
127.400315080688,0.0600181165829975,0.00544386374611005,11.0249116036168,2.89803082544072e-28,1.28201638640434e-25,"SELENOM"
33.4017271880094,0.0927293844155468,0.0084160588605894,11.0181482748153,3.12419811651799e-28,1.34018631931602e-25,"SPEF2"
18.9580283041645,0.131960143259036,0.012112764474958,10.8943043953221,1.2270057097297e-27,5.10867436086284e-25,"DOCK3"
1821.09564390841,-0.0190250965063569,0.00175085471679734,-10.8661765729812,1.67055778490275e-27,6.75669028659524e-25,"ARPC2"
